"14091: Electricity balance (MWh), by production and consumption and month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Electricity power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993M01,1993M02,1993M03,1993M04,1993M05,1993M06,1993M07,1993M08,1993M09,1993M10,1993M11,1993M12,1994M01,1994M02,1994M03,1994M04,1994M05,1994M06,1994M07,1994M08,1994M09,1994M10,1994M11,1994M12,1995M01,1995M02,1995M03,1995M04,1995M05,1995M06,1995M07,1995M08,1995M09,1995M10,1995M11,1995M12,1996M01,1996M02,1996M03,1996M04,1996M05,1996M06,1996M07,1996M08,1996M09,1996M10,1996M11,1996M12,1997M01,1997M02,1997M03,1997M04,1997M05,1997M06,1997M07,1997M08,1997M09,1997M10,1997M11,1997M12,1998M01,1998M02,1998M03,1998M04,1998M05,1998M06,1998M07,1998M08,1998M09,1998M10,1998M11,1998M12,1999M01,1999M02,1999M03,1999M04,1999M05,1999M06,1999M07,1999M08,1999M09,1999M10,1999M11,1999M12,2000M01,2000M02,2000M03,2000M04,2000M05,2000M06,2000M07,2000M08,2000M09,2000M10,2000M11,2000M12,2001M01,2001M02,2001M03,2001M04,2001M05,2001M06,2001M07,2001M08,2001M09,2001M10,2001M11,2001M12,2002M01,2002M02,2002M03,2002M04,2002M05,2002M06,2002M07,2002M08,2002M09,2002M10,2002M11,2002M12,2003M01,2003M02,2003M03,2003M04,2003M05,2003M06,2003M07,2003M08,2003M09,2003M10,2003M11,2003M12,2004M01,2004M02,2004M03,2004M04,2004M05,2004M06,2004M07,2004M08,2004M09,2004M10,2004M11,2004M12,2005M01,2005M02,2005M03,2005M04,2005M05,2005M06,2005M07,2005M08,2005M09,2005M10,2005M11,2005M12,2006M01,2006M02,2006M03,2006M04,2006M05,2006M06,2006M07,2006M08,2006M09,2006M10,2006M11,2006M12,2007M01,2007M02,2007M03,2007M04,2007M05,2007M06,2007M07,2007M08,2007M09,2007M10,2007M11,2007M12,2008M01,2008M02,2008M03,2008M04,2008M05,2008M06,2008M07,2008M08,2008M09,2008M10,2008M11,2008M12,2009M01,2009M02,2009M03,2009M04,2009M05,2009M06,2009M07,2009M08,2009M09,2009M10,2009M11,2009M12,2010M01,2010M02,2010M03,2010M04,2010M05,2010M06,2010M07,2010M08,2010M09,2010M10,2010M11,2010M12,2011M01,2011M02,2011M03,2011M04,2011M05,2011M06,2011M07,2011M08,2011M09,2011M10,2011M11,2011M12,2012M01,2012M02,2012M03,2012M04,2012M05,2012M06,2012M07,2012M08,2012M09,2012M10,2012M11,2012M12,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12,2024M01,2024M02,2024M03,2024M04,2024M05,2024M06,2024M07,2024M08,2024M09,2024M10,2024M11,2024M12,2025M01,2025M02,2025M03,2025M04,2025M05,2025M06,2025M07,2025M08,2025M09,2025M10,2025M11,2025M12,2026M01,2026M02,2026M03
1 Total electricity generation,11718176,10675869,11406111,9464337,8339679,8160956,7418503,8122230,9349530,10718685,11954294,12672293,12401753,11413645,10177098,8304813,8206820,8334119,7162824,7790565,8537468,9904844,10214888,11033435,12233989,10889383,11518461,9998719,8862919,8101440,8009238,8513385,8794833,10313825,12366096,13582892,13646450,12477010,11168545,8429734,8445406,6313332,5633043,5988037,6170778,7184282,9135765,10156533,9915507,8523572,9591261,9315316,8335058,7672333,7403846,7837149,9321202,10863016,11046738,11803947,11654934,10098134,11267669,9511113,7912766,7742785,7346171,9041728,9084784,10615623,11243624,11456994,11881762,10908905,10973808,9285955,8822529,8678596,9293484,9710909,8888624,9736827,11318847,13160163,13311167,12535825,13941369,11625547,11310793,10793947,10099184,10785240,11168964,11848916,12106914,13456026,14030170,12515802,11941490,9304444,7933848,7621175,6911724,7889824,7702018,9950978,12445641,13673111,13515432,11494888,11825353,9734993,9587785,9858731,9571327,9764895,9505207,11808279,11987974,11945943,11004299,9820713,8940954,7451183,7290123,7952521,7114056,7792292,8544277,10851877,9971823,10539325,12353970,10745063,10588201,7914122,7706207,7767541,6303412,7630286,8029156,9254938,10725713,11583562,13405894,13387104,13649650,10882130,9944660,9613944,9191659,9417427,9606988,11300263,13102465,14605726,14818210,13209774,13627918,9584819,7942314,8531405,8000033,8396412,7920908,8583828,10210525,10837161,12575645,12946915,11485762,10206980,10456285,9908341,10378115,11238751,11609134,11657807,12331253,12913575,13645294,12950348,13631933,11300049,10581355,10736936,10409648,10144997,10293526,11859552,12853507,14259873,14150415,12289463,12269897,9572925,9038644,8100426,8175929,9537587,10565045,12532164,12420927,14138312,14825249,12624913,11229016,8708195,7599771,7016890,8072563,7884353,8888843,11349305,12180809,14067491,11271047,10550937,10151019,8433751,8642885,9356959,10542100,10494922,10429241,12177208,13089656,13004706,15428126,14431042,12880484,12081388,11160986,10457735,10309882,11066601,10904347,12210650,12294855,14619472,14605924,12424998,12307742,9476016,9790438,9635758,9739494,10139708,9886723,10876630,12228997,13127459,14643007,11864749,12259180,11541796,11323462,10719430,10207971,9815623,10552424,11869710,13123292,14406368,14768029,12871304,13175526,11013423,10928296,11090433,10192871,10728859,11165349,12013395,13128014,13945378,16376633,14087559,14373398,11705742,11308995,11029456,10352549,10386954,10553558,12080336,13166688,14109572,15311124,13156170,12811993,11537845,11236769,11067751,10624134,11111612,11358314,12429055,13742891,14865498,15628754,14795890,14075834,10546763,10257894,9681209,9364253,10544295,11197753,13281221,13665597,13805512,14706643,11745180,11304993,9995469,9810046,9469546,9790417,10101797,10949275,11525716,12867059,12368487,13336427,12933653,14236428,12588652,12107907,10572065,11247125,11567230,12048431,13913220,13431291,16218799,17451898,14411581,13789715,12427156,12079886,11426468,11050841,10398602,11234852,12359481,14420057,16042237,15079225,12949406,14614698,11140849,10783817,11479725,10663899,10462503,8578987,11018527,14321421,14850019,14139494,13781264,14299937,12003407,11122716,11333215,11480242,12198706,12003887,13364535,14283444,13964649,15629117,14293383,14485453,12465659,11752626,11282132,11094784,11104053,11578519,12878212,14743252,15846494,17367736,15904050,15046058,13008595,11599333,10790197,11463789,11226286,11549065,13205225,14850565,15782194,17782573,13519385,12468376
1.1 Hydro power generation,11673067,10636402,11377918,9426997,8292378,8112115,7394606,8067914,9308581,10674093,11913778,12635875,12358991,11369816,10131814,8258317,8145214,8267441,7104508,7743224,8489197,9835215,10145951,10957075,12166565,10824208,11447300,9934022,8799962,8027187,7951091,8460534,8750360,10270142,12325277,13527284,13572312,12402827,11104426,8353576,8370847,6261011,5563904,5926422,6101372,7110925,9062277,10085537,9846254,8460885,9526318,9247383,8267072,7628962,7356612,7786485,9275641,10809934,10988098,11727982,11578402,10033614,11197273,9446834,7850461,7674283,7301425,9004306,9055841,10561529,11174763,11380161,11808954,10852908,10894268,9216899,8747880,8624444,9225922,9642892,8819318,9671022,11243421,13084195,13231494,12464006,13868963,11544663,11249789,10746111,10050387,10723543,11108317,11799317,12055970,13379999,13953339,12438032,11862929,9225859,7855812,7550779,6824626,7814380,7634781,9870696,12357322,13592813,13429626,11417989,11743476,9653841,9520386,9787842,9513106,9708274,9444404,11743738,11904197,11861532,10913220,9724705,8831255,7349242,7207886,7860257,7016462,7717030,8443872,10738995,9871065,10426777,12237794,10629659,10467571,7798307,7589671,7669888,6192211,7535347,7948741,9162655,10613484,11434374,13256254,13277845,13539812,10786894,9827689,9492169,9090615,9301139,9462646,11152823,12942343,14440518,14638255,13063644,13495826,9446228,7821440,8388455,7856659,8268969,7784117,8434123,10005439,10601465,12381771,12782437,11289100,10008806,10322725,9777408,10223632,11093546,11346769,11415115,12056842,12590469,13417638,12745900,13445436,11137187,10437667,10581569,10255988,10004402,10132009,11641715,12647546,14074843,13796276,12015959,11653000,9052480,8471635,7641988,7599770,9151292,10099918,12073913,11921648,13591998,14249365,12082668,10569953,8107465,7055820,6427624,7441873,7425687,8609302,10963316,11643542,13365401,10524386,9865867,9369715,7793373,8141646,9015881,10228637,10125321,10059072,11748703,12651390,12555351,15006054,13937887,12413809,11710654,10808425,10120319,10012282,10684799,10521127,11765389,11825234,14092365,14148246,12093357,11950284,9127947,9343219,9270084,9277607,9726483,9469056,10383643,11719841,12512431,14072018,11343284,11702699,11046960,11035551,10356319,9811824,9390051,10142671,11293424,12601738,13839214,14174194,12328923,12636833,10530859,10453959,10631017,9773733,10273233,10721754,11496478,12657293,13335506,15834861,13608131,13856537,11257556,10889267,10660561,9952279,9949918,10180388,11648805,12652249,13514754,14737330,12667724,12264196,11058537,10874085,10671504,10189374,10638498,10827917,11748096,13106785,14211921,14966904,14252555,13477906,10037426,9757635,9165049,8896670,10027285,10528726,12507962,12932163,12961540,13880701,10991055,10477292,9342332,9168288,8847070,9233706,9511438,10178611,10800207,12075504,11289732,12018612,11806306,13010776,11616762,11282754,9996063,10451675,10838474,10993018,12907317,11950535,14720967,16448465,13172264,12382899,11375507,11396142,10671115,10211586,9657246,10126089,10743083,13011644,14473978,13174587,11278236,13058651,10135314,9492477,10543848,9421451,9357103,7352290,9369387,12364093,13189657,12247275,12043602,12830945,10648862,9830063,10444315,10596552,11225697,10707186,11775274,12716210,12261710,13718032,12575597,12941225,11129878,10741020,10124506,10194309,9746939,10418989,11283463,13217189,13923035,15778874,14496090,13399395,11809036,10462259,9770412,10809205,9943766,10217482,11531859,13392061,13863750,16002328,12127170,10655649
1.2 Wind power generation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1157,924,1398,1820,1140,956,988,852,1224,1034,1618,1165,4044,3113,3079,2031,1914,2358,1824,1696,2416,2753,2981,1990,2751,2560,1518,1807,1858,2058,2141,1730,1457,2600,5217,3061,4420,3936,4137,3146,2864,2678,2561,2306,2955,3270,2591,4039,21089,17802,26389,20808,13423,10527,10067,11697,19681,21821,17420,29072,18298,22566,20974,14090,14782,14885,10899,11073,23315,18079,37482,53076,45528,35290,24383,29377,30668,39280,22452,42121,65407,50226,59436,62862,76535,47542,40107,42673,40790,44065,38251,24406,47490,63933,89163,118189,86503,61400,87450,95812,59686,45151,45112,47207,90259,91255,96102,94904,93947,105761,76124,53297,44583,47800,49670,39894,60643,122320,115628,107277,128255,71103,115417,71335,70728,43864,54492,53750,133706,63869,89633,84349,93912,65577,83507,65841,43356,58921,63945,55806,51135,119217,91080,102612,139125,105934,151236,109454,71401,62514,61537,57454,109345,153775,127852,143664,140166,171252,182947,84849,102108,71929,86612,74154,138828,139075,176728,187327,146849,139935,170802,140505,136543,94936,136289,122256,114767,182572,209032,299668,257853,245711,234680,179116,117346,107949,76996,111749,148813,249448,226258,260378,300375,260069,240519,208981,172049,169734,120344,158265,174194,213795,203056,294037,232392,188006,212401,149112,125722,118217,104893,129481,157097,173670,232281,292470,275749,206597,251960,187838,141584,148615,122139,176359,258125,373937,346352,360296,366272,276031,303580,225749,222609,242986,163819,211335,379417,496495,447944,539644,555628,488283,527024,355310,358079,352544,290674,325993,518356,454638,518954,790768,1024285,853722,942781,686210,600285,372085,506181,445913,858422,922942,1338367,1359399,872583,1120002,1271373,916171,532029,613563,691798,600008,980993,1478937,1265702,1423877,1753373,1541512,1395390,854480,1147859,704568,954140,843935,1009659,1428555,1743477,1432648,1661816,1522049,1251268,1120309,1138029,679239,619621,727923,1065550,1362285,1334437,1482320,1701875,1514868,1315739,1136168,751269,922613,638265,1132401,943743,1383865,1343629,1760253,1414521,1233167,1435432,993999,975169,857568,452295,1026692,1110104,1474789,1234998,1690575,1584742,1234874,1617168
1.3 Solar power generation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178,376,1169,2905,4446,5066,4525,4259,2135,725,239,95,98,314,1564,4313,4696,6359,6977,5619,2538,973,269,92,199,605,3511,7112,8736,10984,11506,10377,6466,2611,473,158,310,1964,5574,16044,27559,35880,29865,21022,15365,7091,868,288,488,1830,8617,26683,51102,48956,44354,34299,23573,7779,2106,715,762,4724,20108,41622,66169,61591,66310,48133,24242,9087,2161,998,868,1995,18374
1.4 Thermal power generation,45109,39467,28193,37340,47301,48841,23897,54316,40949,44592,40516,36418,42762,43829,45284,46496,61606,66678,58316,47341,48271,69629,68937,76360,67424,65175,71161,64697,62957,74253,58147,52851,44473,43683,40819,55608,74138,74183,64119,76158,74559,52321,69139,61615,69406,73357,73488,70996,69253,62687,64943,67933,67986,43371,47234,50664,45561,53082,58640,75965,76532,64520,70396,64279,62305,68502,44746,37422,28943,54094,68861,76833,71651,55073,78142,67236,73509,53196,66574,67165,68082,64771,73808,74803,75629,68706,69327,78853,59090,45478,46973,60001,58231,46846,47963,74037,74080,75210,77043,76778,76178,68338,84957,73714,65780,77682,83102,77237,81386,72963,77740,78006,64535,68211,55660,54315,57848,61271,81186,80372,69990,78206,83310,81133,68814,81737,87527,63565,80724,91061,83338,83476,97878,92838,99656,101725,101754,82768,100302,83866,57100,74204,74747,96112,104112,73969,85455,65859,86303,82495,78592,74167,78935,97214,100686,102346,103420,98588,91985,95918,80084,98885,105123,103037,89301,85772,115923,117507,107371,103078,109212,102362,73874,85782,109371,97998,172106,151437,178309,228202,133709,98687,110373,109565,99105,107567,103990,100701,100874,95517,90333,77753,225884,202401,501480,449110,496281,414574,521667,332545,331421,394382,409646,461965,481972,476668,575556,534889,500595,530345,566745,402860,228406,266772,446187,599478,607536,579136,630068,530924,429838,278564,251926,312147,260824,274730,310414,305691,281906,321903,283728,285885,250453,265486,210988,307648,244392,306187,292893,339780,310830,191707,186656,207565,310676,270738,325598,290969,302899,310415,300125,315361,313136,275754,321802,315720,170565,255162,319151,313823,260941,326838,295296,306776,293459,282313,298174,273584,302287,289681,298794,297361,269400,303123,267665,315836,309380,291422,304460,299075,294006,250679,295377,307555,216073,257861,282158,302348,298046,281848,295838,291471,221099,247632,312622,296754,272273,307022,289755,293281,295579,267305,294347,283588,277650,273174,303764,305675,289610,276763,285490,304328,270314,265843,300677,297827,283679,269932,266038,264367,252308,270870,272601,287987,293352,273249,281702,282776,220423,198851,284744,278584,194856,82236,142150,138338,130753,119001,133879,131166,147019,135431,140480,135728,125232,136488,142441,144290,151066,129053,157147,143943,134745,220325,276802,251089,210572,217974,213378,227556,230094,213649,212150,218192,127065,173781,234205,224064,215787,219885,231929,220332,208722,201087,219873,172929,209235,186057,217855,190413,192214,203105,180328,162490,173579,170069,191123,163937,95735,100625,135979,207696,197237,189490,221346,226871,194636,155346,177185
2 Import,42135,35271,35198,40041,25683,38414,23833,46605,38431,29985,43100,195442,434663,560251,791796,930279,526822,122534,117879,109080,221718,273448,431258,315862,307331,191649,162966,147856,469914,549748,187690,36669,92692,83059,43479,27215,379820,449131,624382,1090712,645235,1176551,1461180,1053953,1572781,1767484,1339797,1650861,1780810,1682676,1145636,813585,786404,527605,386734,140322,71832,165935,492160,698714,816405,756794,651646,718150,1016983,559223,771853,147779,188985,443027,939112,1036404,992574,729498,1029000,919391,745913,254400,117580,76467,250265,705597,283843,362193,294841,242696,90648,65208,37999,22298,38124,29332,31933,89202,267804,263937,489389,726650,1339235,1590183,1428713,870566,992333,700746,1077100,733439,337950,473726,613125,658075,605735,751561,443907,30941,34279,67222,147901,347643,595738,1032983,1414045,1162127,1925315,1844015,1663068,563090,783777,644893,464247,514342,1068359,1424964,1001097,1051613,1192344,1803980,1493968,851677,1815029,936898,1060441,1494032,1325655,1307555,440503,126235,261349,438397,635308,280419,155650,226488,321660,275190,165294,326418,250584,191657,475816,1162513,1516834,596401,515599,518177,653758,1332767,1212050,1375448,1046847,483551,807785,790723,424675,105705,52697,13901,41641,255034,448349,813358,486391,243065,241830,412675,426606,120175,109413,128351,193285,298903,422897,330862,544436,682570,602633,665920,615233,606619,388631,149680,71610,206285,454430,662077,955497,936811,1447281,1657794,2077840,1798753,848367,927098,729246,751459,1202123,1340274,2408661,1994493,2273168,1597366,827686,301100,93782,139557,360676,226598,162388,869132,344944,261022,331565,285140,224227,164709,124012,44253,94982,493668,793562,1028198,1026348,1114903,1621976,1974628,1137304,501015,285985,110941,284699,638698,680121,758770,771044,1039800,1090625,568334,189455,143321,136908,238002,283089,549098,530481,807038,911973,811013,924364,942871,814571,260650,447055,323607,271501,455298,534031,713707,624041,719311,463686,715837,470506,160575,205945,250054,157331,455424,777081,740874,429006,747828,1150276,806497,451418,160310,104636,120390,109478,468953,637729,925218,763297,357625,994117,1221599,804080,651282,622911,345527,447228,330370,444289,1357399,1195071,1151149,2088569,1189575,1046025,961592,421734,331910,201647,772180,1149025,1844648,1067388,949147,597807,401557,266950,52308,93608,10099,19607,164597,504396,368686,404993,738124,984989,1029114,792174,380077,351895,587506,419531,979048,671276,896342,1166600,1465082,884042,1559885,1067657,451054,865579,801226,1666248,1444875,471877,1426242,1666462,880323,1384519,1256454,1243847,507234,724891,500776,473106,970942,1294365,2336630,1680221,1375225,1248381,1169354,1147712,994027,1201843,1400303,1081035,1281038,1002181,1103533,849279,488445,985085,681446,1155316,1078629,853082,946960,892100,1242123,1050721,1291669,860123,1774033,2374534
3 Export,459820,466053,564604,660249,599141,768387,680739,797845,987748,801136,875431,715616,533610,498526,89823,106583,358613,506479,274355,609250,676512,506213,388903,418633,738283,639551,622401,611929,544447,597621,870134,897700,713501,777315,1042641,906829,1270578,863723,532647,265055,366620,198894,94381,125115,103471,169221,133568,113003,115676,58098,115370,270718,212441,305997,594616,782492,949508,577557,408451,483300,228268,80615,186886,126892,124039,273357,356978,1139554,812649,572469,263591,246590,323028,287306,170000,317102,466724,664198,1817550,1784766,920123,336305,738106,451907,848519,840287,1681976,1283789,2235214,2349115,2098523,2368143,2350091,1946362,1261488,1265067,908974,574165,240981,191095,210237,385461,297792,574665,398835,678324,1296018,1405468,1161545,955468,768412,537685,1141431,1948807,2275250,2292475,1481047,1207245,645496,586903,500419,487717,204100,133353,107704,680648,562199,789699,666343,855003,347324,252613,483768,248482,249224,106067,223731,476695,405245,525964,333901,242601,235826,310426,1109664,1684332,1444974,1035334,986482,1133522,1227796,1244248,948252,1329521,1897584,1653521,1544408,1313713,920739,299350,240498,948685,960961,1035381,548395,278568,390139,466174,708894,1079204,572873,804195,1180928,1446583,2011743,2607837,2317038,1254800,712359,623877,966129,1207340,1381686,923090,1315249,1867854,2060024,1769206,1395127,1470831,1372750,1561578,1176374,587743,923853,761021,879234,873043,1043326,1746124,1895533,1876569,1573199,1296614,802312,411703,150579,118342,284937,340882,980985,626960,867248,1368841,631703,538982,79020,100740,74456,354790,431809,1304640,2456237,2288152,1820754,1930749,2174711,1312765,2228872,1967605,1569962,1841345,2003692,1979229,1940433,2553743,1683092,1573263,1381862,1283270,1266172,993734,854216,564294,1370272,1677852,1880314,1903792,1298343,925346,1097133,1309018,1460308,1210586,1372142,1880897,1851774,2247804,2496423,1754553,2041024,1793550,2004540,1818874,2089142,1556516,1796286,1484198,1736471,2123620,1588188,2090074,2319491,1745315,1865245,1643474,1920822,1695404,2155722,1381585,2107756,2532646,2045756,1742279,2049311,1550403,1229875,1739041,1837314,1289626,1120696,1272057,1768049,2121107,2108945,2187163,2217933,1908372,1749165,1695791,1868103,1730675,906710,565363,1272473,1500335,1597911,1901375,1910371,1994962,1940219,1300414,1337103,529245,379040,622422,738939,1209982,1577477,1708172,1769919,825579,974923,636412,946538,1088897,1735431,1974639,2111300,1712888,2340682,2595321,2557766,2883948,1957516,3063362,2268997,1188622,1606207,1841313,2224830,2672725,2587240,1771055,2163714,2238711,2681304,2574178,2381784,1911648,3006611,1691145,1653845,2671716,2303360,2110405,973819,1569369,3193528,2324350,2131038,2687484,2289152,2403331,2332865,2870527,3207439,3542870,3248891,2516296,2250925,1497177,1927421,2289051,2907770,2191667,3066601,2885401,3070113,2962193,2934121,2697042,3041763,3150466,3464021,3353445,2952087,2684633,2414399,2300878,3095100,2396715,2594467,2804363,2955870,3298662,2459712,990609,1780243
