Area,Year,Week,Precipitation energy (GWh),Useful inflow HBV (used before 2015 and to min/max/avg) (GWh),"Useful inflow (production data and reservoir statistics, used from 2015) (GWh)",Hydrological balance (GWh),Reservoir deviation (GWh),Groundwater and groundwater (GWh),Snow (GWh),"Deviation snow, ground and groundwater (GWh)"
NO,1971,18,670,2216,,,,15005,50604,4957
NO,1971,17,618,524,,,,12519,54705,4271
NO,1971,16,2429,1252,,,,12892,54263,2810
NO,1971,15,1853,1030,,,,12837,53199,1171
NO,1971,14,565,354,,,,12123,53171,529
NO,1971,13,846,217,,,,11947,53146,1071
NO,1971,12,2052,271,,,,11922,52545,1687
NO,1971,11,2205,266,,,,11971,50704,1442
NO,1971,10,3867,358,,,,12021,48712,1220
NO,1971,9,451,187,,,,12085,45166,-144
NO,1971,8,2092,353,,,,12222,44768,1746
NO,1971,7,2536,641,,,,12421,42830,2207
NO,1971,6,3028,899,,,,12809,40554,2703
NO,1971,5,4254,633,,,,12809,38471,3147
NO,1971,4,2348,604,,,,12687,35023,2152
NO,1971,3,2556,846,,,,13024,32957,3187
NO,1971,2,2462,2775,,,,13539,30776,4130
NO,1971,1,6239,668,,,,13032,31729,6874
NO,1970,53,930,403,,,,12415,26810,3709
NO,1970,52,2225,1055,,,,12804,25917,5404
NO,1970,51,3122,1212,,,,13412,24187,6330
NO,1970,50,3580,1487,,,,13446,22299,6670
NO,1970,49,3052,836,,,,12720,21008,6921
NO,1970,48,4508,1786,,,,13302,18222,6784
NO,1970,47,3942,940,,,,12938,15923,5981
NO,1970,46,3606,689,,,,12686,13187,4535
NO,1970,45,2614,881,,,,13155,9799,2957
NO,1970,44,5093,1600,,,,13905,7322,2497
NO,1970,43,6128,3035,,,,14892,2898,-17
NO,1970,42,1493,1971,,,,14506,358,-2122
NO,1970,41,3810,2461,,,,14932,410,-792
NO,1970,40,2303,1652,,,,13922,145,-1419
NO,1970,39,780,1865,,,,13234,206,-1620
NO,1970,38,2674,2547,,,,14487,87,-27
NO,1970,37,3277,2938,,,,14200,126,108
NO,1970,36,6153,3112,,,,13625,345,-132
NO,1970,35,-170,1490,,,,10715,55,-3339
NO,1970,34,2096,2059,,,,11843,64,-2319
NO,1970,33,692,1541,,,,11328,81,-3042
NO,1970,32,-975,2116,,,,11750,102,-3040
NO,1970,31,1348,3223,,,,14076,160,-1258
NO,1970,30,4885,3798,,,,15443,240,-706
NO,1970,29,2324,3263,,,,14007,341,-3300
NO,1970,28,3760,3322,,,,14658,453,-4376
NO,1970,27,4252,3586,,,,13733,676,-7616
NO,1970,26,1553,3438,,,,12300,1158,-11647
NO,1970,25,-1564,3924,,,,12715,2317,-13766
NO,1970,24,-626,7050,,,,15192,5146,-12909
NO,1970,23,-419,6769,,,,17558,10700,-9969
NO,1970,22,936,5723,,,,18351,17414,-7625
NO,1970,21,2725,6019,,,,16704,24121,-7712
NO,1970,20,-199,7840,,,,17729,26749,-8883
NO,1970,19,-70,2909,,,,14877,38067,-4503
NO,1970,18,840,652,,,,11280,44752,-4620
NO,1970,17,1996,831,,,,11094,44755,-7104
NO,1970,16,1098,285,,,,10836,43892,-9617
NO,1970,15,600,68,,,,10387,43542,-10936
NO,1970,14,103,61,,,,10389,43006,-11370
NO,1970,13,1241,141,,,,10441,42906,-10676
NO,1970,12,2419,354,,,,10490,41763,-10527
NO,1970,11,765,64,,,,10434,39763,-11036
NO,1970,10,2091,104,,,,10464,39027,-10022
NO,1970,9,1421,83,,,,10498,37009,-9887
NO,1970,8,1252,72,,,,10530,35638,-9076
NO,1970,7,935,78,,,,10572,34425,-8048
NO,1970,6,1397,121,,,,10622,33519,-6519
NO,1970,5,1278,112,,,,10674,32191,-5267
NO,1970,4,662,120,,,,10730,30965,-3862
NO,1970,3,1894,187,,,,10799,30347,-1648
NO,1970,2,1030,151,,,,10868,28558,-759
NO,1970,1,1921,264,,,,10982,27562,657
NO,1969,52,1182,193,,,,11052,25857,3593
NO,1969,51,508,254,,,,11174,24750,4654
NO,1969,50,2241,439,,,,11397,24265,6587
NO,1969,49,1865,328,,,,11418,22459,7069
NO,1969,48,1511,407,,,,11651,20691,7602
NO,1969,47,3160,733,,,,12003,19230,8352
NO,1969,46,4373,1016,,,,12443,16363,7467
NO,1969,45,4195,1217,,,,12888,12571,5463
NO,1969,44,9400,2702,,,,13725,8774,3768
NO,1969,43,2583,2093,,,,14252,1636,-1919
NO,1969,42,2617,2951,,,,14278,1183,-1525
NO,1969,41,2043,3401,,,,14637,1240,-257
NO,1969,40,6298,3158,,,,13544,3809,1867
NO,1969,39,7000,3622,,,,13748,665,-646
NO,1969,38,109,1939,,,,11264,70,-3268
NO,1969,37,5722,2825,,,,12878,65,-1274
NO,1969,36,1265,1335,,,,9708,61,-4332
NO,1969,35,817,1537,,,,9503,63,-4542
NO,1969,34,2846,1470,,,,9725,69,-4433
NO,1969,33,-644,1475,,,,7704,77,-6671
NO,1969,32,-1241,1805,,,,8798,103,-5991
NO,1969,31,538,2334,,,,10711,179,-4605
NO,1969,30,797,2368,,,,11573,317,-4499
NO,1969,29,1444,2340,,,,12468,483,-4697
NO,1969,28,2798,2651,,,,12812,685,-5991
NO,1969,27,2112,2584,,,,12241,920,-8865
NO,1969,26,-106,4413,,,,12120,1324,-11661
NO,1969,25,319,4368,,,,14367,3271,-11161
NO,1969,24,-969,4764,,,,15287,6303,-11656
NO,1969,23,684,4774,,,,16950,10504,-10773
NO,1969,22,334,7716,,,,18442,13306,-11642
NO,1969,21,236,3984,,,,17458,22056,-9023
NO,1969,20,1750,5256,,,,16571,26902,-9888
NO,1969,19,1319,2965,,,,15805,31474,-10168
NO,1969,18,1681,1795,,,,12840,36207,-11605
NO,1969,17,1835,925,,,,12633,36615,-13705
NO,1969,16,1407,667,,,,11912,36462,-15971
NO,1969,15,2196,1431,,,,12398,35259,-17208
NO,1969,14,2728,339,,,,11204,35771,-17789
NO,1969,13,969,74,,,,10955,33667,-19400
NO,1969,12,100,40,,,,10942,32799,-19039
NO,1969,11,1147,84,,,,10973,32702,-17558
NO,1969,10,2985,136,,,,11010,31592,-16911
NO,1969,9,220,59,,,,11039,28726,-17629
NO,1969,8,204,79,,,,11080,28522,-15642
NO,1969,7,865,143,,,,11143,28324,-13578
NO,1969,6,1925,256,,,,11253,27486,-11921
NO,1969,5,2571,282,,,,11296,25779,-11058
NO,1969,4,2408,240,,,,11305,23480,-10773
NO,1969,3,2893,225,,,,11389,21192,-10212
NO,1969,2,1293,300,,,,11465,18449,-10271
NO,1969,1,3689,311,,,,11622,17293,-8972
NO,1968,52,1278,330,,,,11697,13863,-7756
NO,1968,51,1938,443,,,,11916,12701,-6652
NO,1968,50,873,564,,,,12183,10948,-5944
NO,1968,49,1226,775,,,,12413,10441,-3954
NO,1968,48,2440,1197,,,,12512,9937,-2291
NO,1968,47,1732,798,,,,12582,8691,-1607
NO,1968,46,487,681,,,,12558,7824,-956
NO,1968,45,821,1124,,,,12943,7654,601
NO,1968,44,6462,3178,,,,14051,6876,2197
NO,1968,43,5072,3324,,,,14515,3284,-7
NO,1968,42,3509,2707,,,,13288,2932,-766
NO,1968,41,2893,1535,,,,13150,2378,-606
NO,1968,40,3998,3420,,,,13627,596,-1262
NO,1968,39,4341,1871,,,,13244,530,-1287
NO,1968,38,861,1187,,,,10999,580,-3022
NO,1968,37,-17,2178,,,,11429,431,-2358
NO,1968,36,7247,4471,,,,13123,545,-432
NO,1968,35,479,1461,,,,9637,781,-3691
NO,1968,34,122,1374,,,,9672,1132,-3422
NO,1968,33,647,1379,,,,10139,1503,-2809
NO,1968,32,-460,2065,,,,10375,1777,-2740
NO,1968,31,-273,2650,,,,11570,2673,-1252
NO,1968,30,-772,2841,,,,12830,4033,474
NO,1968,29,439,3049,,,,14586,5729,2668
NO,1968,28,1803,3871,,,,15179,7709,3401
NO,1968,27,-945,5665,,,,15807,9226,3008
NO,1968,26,4812,7835,,,,18038,13735,6668
NO,1968,25,841,9475,,,,17844,17268,6314
NO,1968,24,-649,8244,,,,19136,25038,10927
NO,1968,23,2403,11661,,,,19621,33835,15229
NO,1968,22,-242,5803,,,,18835,44429,19874
NO,1968,21,-165,2303,,,,16221,53373,21057
NO,1968,20,1321,2388,,,,15695,56468,18802
NO,1968,19,2722,2597,,,,16102,57221,15876
NO,1968,18,1516,5568,,,,16837,56518,12702
NO,1968,17,1710,4175,,,,16523,61212,14782
NO,1968,16,664,1245,,,,13944,66509,16108
NO,1968,15,1117,439,,,,12690,68406,16231
NO,1968,14,2839,966,,,,12736,67677,15648
NO,1968,13,5591,1772,,,,13496,65085,14559
NO,1968,12,4383,343,,,,12172,62650,12043
NO,1968,11,3707,253,,,,12160,58601,9527
NO,1968,10,3333,350,,,,12260,55057,7803
NO,1968,9,1257,248,,,,12299,52071,6977
NO,1968,8,1344,129,,,,12203,51170,8129
NO,1968,7,3391,209,,,,12285,49868,9108
NO,1968,6,2257,270,,,,12395,46586,8321
NO,1968,5,5479,581,,,,12553,44420,8840
NO,1968,4,3945,647,,,,12638,39438,6518
NO,1968,3,2877,286,,,,12677,36139,6021
NO,1968,2,2161,265,,,,12743,33481,6039
NO,1968,1,1556,332,,,,12937,31387,6436
NO,1967,52,2663,521,,,,13210,29878,9772
NO,1967,51,4469,802,,,,13599,27343,9673
NO,1967,50,5209,1258,,,,14224,23085,8233
NO,1967,49,5666,1748,,,,14365,19069,6627
NO,1967,48,2578,1419,,,,15189,14381,4830
NO,1967,47,1758,2175,,,,15217,13276,5612
NO,1967,46,6682,1771,,,,14833,14160,7654
NO,1967,45,3663,2463,,,,15395,8740,4138
NO,1967,44,3729,2779,,,,16035,7002,4306
NO,1967,43,5530,3575,,,,16966,5237,4396
NO,1967,42,5706,4755,,,,16323,4092,3429
NO,1967,41,6163,3839,,,,17501,2178,3545
NO,1967,40,9638,5494,,,,16652,850,2016
NO,1967,39,2073,1723,,,,13336,203,-1521
NO,1967,38,1230,1708,,,,12781,553,-1268
NO,1967,37,-525,1992,,,,12911,665,-641
NO,1967,36,5016,4384,,,,14851,884,1635
NO,1967,35,2643,2700,,,,13936,1047,874
NO,1967,34,-927,2454,,,,13280,1434,488
NO,1967,33,3826,4029,,,,15580,2152,3281
NO,1967,32,806,3413,,,,14934,2828,2871
NO,1967,31,4734,5602,,,,16240,3979,4725
NO,1967,30,1027,4260,,,,15122,5893,4626
NO,1967,29,3003,6496,,,,16500,7766,6619
NO,1967,28,875,5843,,,,16390,11470,8373
NO,1967,27,1277,6660,,,,17685,15330,10990
NO,1967,26,2423,7079,,,,18292,20371,13557
NO,1967,25,2001,9905,,,,18334,25329,14864
NO,1967,24,-773,9893,,,,20187,31879,18820
NO,1967,23,2526,9226,,,,19121,44097,24992
NO,1967,22,248,11169,,,,21413,48979,27002
NO,1967,21,3360,6494,,,,18902,62971,33336
NO,1967,20,4080,4584,,,,16327,68984,31949
NO,1967,19,2220,2351,,,,15422,70683,28657
NO,1967,18,1459,880,,,,12832,73487,25666
NO,1967,17,1128,962,,,,13156,72603,22807
NO,1967,16,4029,1311,,,,12381,73250,21286
NO,1967,15,887,824,,,,12642,70336,18114
NO,1967,14,1883,531,,,,11997,70949,18182
NO,1967,13,2894,622,,,,11968,69628,17574
NO,1967,12,7862,952,,,,12033,67281,16534
NO,1967,11,6807,1030,,,,12100,60254,11120
NO,1967,10,5260,1519,,,,12367,54225,7079
NO,1967,9,7090,642,,,,11859,51036,5502
NO,1967,8,2559,295,,,,11735,44702,1193
NO,1967,7,643,250,,,,11776,42391,1122
NO,1967,6,5938,742,,,,11863,41908,3111
NO,1967,5,5095,313,,,,11821,36745,433
NO,1967,4,1404,185,,,,11840,31916,-1802
NO,1967,3,2436,392,,,,11983,30556,-255
NO,1967,2,3247,232,,,,11980,28535,331
NO,1967,1,1491,248,,,,12048,25469,-371
NO,1966,52,2588,316,,,,12209,24050,2942
NO,1966,51,6115,729,,,,12351,21619,2701
NO,1966,50,3189,431,,,,12579,15977,-520
NO,1966,49,2806,602,,,,12765,13025,-1018
NO,1966,48,3674,691,,,,13001,10592,-1148
NO,1966,47,1122,647,,,,13280,7351,-2249
NO,1966,46,1714,1309,,,,13809,6373,-1156
NO,1966,45,3084,1712,,,,14359,5471,-166
NO,1966,44,2385,1206,,,,14005,4526,-200
NO,1966,43,1692,1717,,,,14592,2820,-395
NO,1966,42,4744,2911,,,,15979,1534,527
NO,1966,41,1202,1425,,,,14086,1667,-380
NO,1966,40,2902,2221,,,,14747,1270,531
NO,1966,39,2239,1977,,,,14417,988,345
NO,1966,38,3412,3459,,,,14880,852,1131
NO,1966,37,5136,3280,,,,15302,559,1643
NO,1966,36,4758,3354,,,,13822,228,-51
NO,1966,35,635,1573,,,,12366,174,-1568
NO,1966,34,642,2026,,,,12864,177,-1185
NO,1966,33,2710,2962,,,,13939,191,-321
NO,1966,32,2004,2632,,,,13966,209,-718
NO,1966,31,3835,2649,,,,14170,247,-1078
NO,1966,30,3701,2927,,,,12520,304,-3565
NO,1966,29,-564,1990,,,,11252,392,-6004
NO,1966,28,2538,2366,,,,12923,590,-5974
NO,1966,27,1437,2019,,,,12226,782,-9016
NO,1966,26,-58,2191,,,,12291,1037,-11778
NO,1966,25,881,3760,,,,13780,1520,-13498
NO,1966,24,-1926,6523,,,,14979,2988,-15280
NO,1966,23,-215,6631,,,,18250,8237,-11739
NO,1966,22,1442,4772,,,,18741,14863,-9786
NO,1966,21,2695,6092,,,,18227,18959,-11351
NO,1966,20,4185,8973,,,,19685,21184,-12493
NO,1966,19,1358,3401,,,,17338,28800,-11309
NO,1966,18,1671,4829,,,,15319,33008,-12326
NO,1966,17,1554,1541,,,,14168,37636,-11148
NO,1966,16,408,77,,,,11417,40435,-12493
NO,1966,15,27,89,,,,11421,40101,-13343
NO,1966,14,764,141,,,,11498,40081,-13186
NO,1966,13,1753,217,,,,11543,39411,-13068
NO,1966,12,3588,585,,,,11690,37730,-13360
NO,1966,11,3153,523,,,,11824,34617,-14792
NO,1966,10,2502,723,,,,11720,32129,-15663
NO,1966,9,1727,258,,,,11546,30563,-15285
NO,1966,8,2969,194,,,,11511,29129,-14603
NO,1966,7,784,81,,,,11504,26356,-15185
NO,1966,6,1419,136,,,,11559,25596,-13504
NO,1966,5,4063,260,,,,11627,24222,-12284
NO,1966,4,1958,129,,,,11674,20356,-13527
NO,1966,3,1399,123,,,,11742,18466,-12586
NO,1966,2,205,127,,,,11831,17110,-11244
NO,1966,1,932,162,,,,11944,16918,-9025
NO,1965,52,1571,199,,,,12023,16066,-5227
NO,1965,51,3005,308,,,,12164,14544,-4562
NO,1965,50,2718,291,,,,12313,11688,-5074
NO,1965,49,957,285,,,,12510,9062,-5235
NO,1965,48,683,385,,,,12768,8138,-3835
NO,1965,47,2188,523,,,,13110,7488,-2282
NO,1965,46,719,716,,,,13577,5379,-2383
NO,1965,45,575,1224,,,,14282,4703,-1012
NO,1965,44,3869,2606,,,,15316,4361,946
NO,1965,43,6163,3454,,,,16176,2350,719
NO,1965,42,1746,2182,,,,14678,1293,-1014
NO,1965,41,3023,1847,,,,15050,1417,333
NO,1965,40,1740,1847,,,,14656,674,-156
NO,1965,39,591,2168,,,,14982,414,335
NO,1965,38,2940,4217,,,,16233,1042,2674
NO,1965,37,5529,3535,,,,17358,1163,4304
NO,1965,36,4399,3440,,,,15588,1016,2503
NO,1965,35,1937,2305,,,,14266,1209,1367
NO,1965,34,3654,2665,,,,14096,1522,1391
NO,1965,33,-237,2162,,,,12494,1903,-54
NO,1965,32,-344,2411,,,,13754,2677,1540
NO,1965,31,3043,3862,,,,15745,3260,3510
NO,1965,30,3826,3555,,,,15725,4008,3344
NO,1965,29,-375,4040,,,,14349,5053,1754
NO,1965,28,-52,3663,,,,15528,8124,4165
NO,1965,27,1592,3961,,,,16828,10563,5366
NO,1965,26,3055,6417,,,,17230,12634,4759
NO,1965,25,2671,7328,,,,18674,14808,4684
NO,1965,24,1239,8834,,,,18824,19612,5189
NO,1965,23,852,10293,,,,19414,27002,8190
NO,1965,22,-207,5715,,,,18594,37761,12965
NO,1965,21,92,3794,,,,17167,45401,14031
NO,1965,20,1494,2143,,,,15148,51293,13080
NO,1965,19,561,3355,,,,16056,51192,9802
NO,1965,18,890,2548,,,,15306,54919,9573
NO,1965,17,389,1977,,,,14578,57457,9083
NO,1965,16,1121,1162,,,,13607,60093,9355
NO,1965,15,2566,802,,,,12804,60982,8920
NO,1965,14,1205,630,,,,12508,59555,7298
NO,1965,13,2918,668,,,,12616,58918,7512
NO,1965,12,1077,165,,,,12176,57154,6551
NO,1965,11,2631,387,,,,12309,56111,7187
NO,1965,10,1674,128,,,,12239,53972,6699
NO,1965,9,689,104,,,,12237,52445,7288
NO,1965,8,2043,202,,,,12322,51777,8855
NO,1965,7,1712,260,,,,12461,49821,9238
NO,1965,6,3128,388,,,,12531,48313,10185
NO,1965,5,2386,303,,,,12606,45529,10002
NO,1965,4,569,166,,,,12524,43567,10533
NO,1965,3,1277,341,,,,12661,43016,12884
NO,1965,2,7745,789,,,,12907,41815,14537
NO,1965,1,3531,393,,,,12867,34883,9864
NO,1964,53,4750,499,,,,13045,31558,9087
NO,1964,52,2762,524,,,,13235,27120,7039
NO,1964,51,2361,761,,,,13463,24697,6891
NO,1964,50,5665,1345,,,,14004,22581,7509
NO,1964,49,2171,707,,,,13851,18474,5518
NO,1964,48,5899,1742,,,,14464,16418,6143
NO,1964,47,4645,1491,,,,14896,11883,3899
NO,1964,46,3625,1368,,,,15138,8558,2357
NO,1964,45,3581,1512,,,,15318,6196,1517
NO,1964,44,1375,2073,,,,16003,3538,810
NO,1964,43,3455,2740,,,,16968,3346,2507
NO,1964,42,4733,4153,,,,17168,2564,2746
NO,1964,41,6278,3682,,,,18329,959,3155
NO,1964,40,3755,3138,,,,15808,1041,1363
NO,1964,39,2851,2709,,,,15906,426,1272
NO,1964,38,3773,2950,,,,15816,1320,2535
NO,1964,37,2726,2468,,,,14922,1425,2129
NO,1964,36,2794,3586,,,,14912,1165,1977
NO,1964,35,4095,3446,,,,15608,1192,2692
NO,1964,34,4901,2828,,,,14736,1300,1810
NO,1964,33,2,2461,,,,12550,1356,-545
NO,1964,32,213,2598,,,,13916,1996,1020
NO,1964,31,4368,4133,,,,15553,2545,2603
NO,1964,30,1910,3629,,,,14938,2949,1498
NO,1964,29,377,3817,,,,15009,4412,1773
NO,1964,28,3747,3772,,,,16818,5981,3312
NO,1964,27,2863,4279,,,,15949,6961,885
NO,1964,26,2073,5325,,,,16802,7652,-652
NO,1964,25,4806,6457,,,,17851,9982,-965
NO,1964,24,3928,5737,,,,17391,12328,-3528
NO,1964,23,1923,3008,,,,16703,15043,-6481
NO,1964,22,75,6850,,,,16685,16285,-10420
NO,1964,21,-233,4486,,,,17821,22257,-8460
NO,1964,20,2086,5509,,,,17023,27969,-8369
NO,1964,19,4012,4464,,,,17972,30731,-8744
NO,1964,18,2382,3824,,,,16159,33250,-11244
NO,1964,17,825,3634,,,,15017,36018,-11917
NO,1964,16,1969,982,,,,13334,40694,-10317
NO,1964,15,934,189,,,,11799,41300,-11766
NO,1964,14,124,67,,,,11655,40712,-12397
NO,1964,13,47,80,,,,11698,40616,-11708
NO,1964,12,38,126,,,,11770,40577,-10432
NO,1964,11,1086,505,,,,11895,40543,-8796
NO,1964,10,783,215,,,,11938,39957,-7618
NO,1964,9,1780,207,,,,11904,39433,-6057
NO,1964,8,935,185,,,,11952,37814,-5478
NO,1964,7,1488,436,,,,12109,36913,-4022
NO,1964,6,5109,623,,,,12332,35665,-2663
NO,1964,5,4383,689,,,,12427,31096,-4610
NO,1964,4,5815,900,,,,12479,27373,-5706
NO,1964,3,1390,645,,,,12469,22524,-7802
NO,1964,2,2632,1278,,,,12808,21480,-5896
NO,1964,1,4365,1224,,,,12728,20312,-4847
NO,1963,52,4233,509,,,,12430,17544,-3342
NO,1963,51,1462,282,,,,12350,13937,-4983
NO,1963,50,1094,375,,,,12588,12533,-3955
NO,1963,49,1137,500,,,,12855,11570,-2382
NO,1963,48,1706,604,,,,13104,10705,-931
NO,1963,47,3466,782,,,,13423,9276,-181
NO,1963,46,2603,1108,,,,13983,6042,-1314
NO,1963,45,2368,1231,,,,14654,3901,-1441
NO,1963,44,816,1918,,,,14934,2542,-1255
NO,1963,43,3378,3746,,,,16348,2310,851
NO,1963,42,2627,2735,,,,15548,3633,2195
NO,1963,41,5750,3197,,,,16629,2768,3263
NO,1963,40,3003,2865,,,,15145,1864,1524
NO,1963,39,7363,3782,,,,15931,1084,1955
NO,1963,38,2345,3022,,,,13788,319,-495
NO,1963,37,3307,2619,,,,14568,201,552
NO,1963,36,2145,2373,,,,13894,96,-110
NO,1963,35,2506,2694,,,,13770,131,-208
NO,1963,34,1655,2848,,,,13698,161,-366
NO,1963,33,2364,3107,,,,14430,245,223
NO,1963,32,4174,3109,,,,14726,330,164
NO,1963,31,-142,2267,,,,12858,535,-2101
NO,1963,30,1728,3273,,,,14246,936,-1207
NO,1963,29,4444,3354,,,,15319,1176,-1153
NO,1963,28,3220,2504,,,,13671,1574,-4243
NO,1963,27,-237,2549,,,,12477,1883,-7665
NO,1963,26,3031,3236,,,,14134,2351,-8620
NO,1963,25,1756,2075,,,,13225,3257,-12317
NO,1963,24,-343,2518,,,,12659,3923,-16665
NO,1963,23,-1492,4735,,,,14810,4418,-18999
NO,1963,22,994,9362,,,,18255,7153,-17981
NO,1963,21,2586,5752,,,,19511,14615,-14412
NO,1963,20,2021,8038,,,,18861,18676,-15824
NO,1963,19,3747,5438,,,,19425,24542,-13480
NO,1963,18,2182,3259,,,,15354,30542,-14756
NO,1963,17,215,1626,,,,14036,33108,-15808
NO,1963,16,1961,856,,,,12457,36173,-15715
NO,1963,15,1167,423,,,,12011,35547,-17307
NO,1963,14,867,207,,,,11731,35106,-17927
NO,1963,13,1975,282,,,,11713,34475,-17834
NO,1963,12,867,100,,,,11640,32879,-18260
NO,1963,11,512,125,,,,11694,32070,-17470
NO,1963,10,1232,286,,,,11788,31590,-16135
NO,1963,9,1483,151,,,,11776,30678,-14941
NO,1963,8,1305,84,,,,11720,29411,-14113
NO,1963,7,1076,93,,,,11772,28147,-13125
NO,1963,6,355,99,,,,11836,27104,-11719
NO,1963,5,906,235,,,,11927,26760,-9445
NO,1963,4,3199,202,,,,11979,26044,-7535
NO,1963,3,1114,132,,,,12039,23010,-7745
NO,1963,2,1502,162,,,,12138,21939,-6109
NO,1963,1,1178,208,,,,12270,20483,-5134
NO,1962,52,1339,383,,,,12453,19342,-1522
NO,1962,51,942,359,,,,12597,18261,-411
NO,1962,50,5066,876,,,,12904,17357,1186
NO,1962,49,3228,1373,,,,13420,12677,-709
NO,1962,48,3740,756,,,,13083,11242,-416
NO,1962,47,1930,629,,,,13285,8086,-1509
NO,1962,46,2165,927,,,,13841,6225,-1272
NO,1962,45,1226,1678,,,,14591,4286,-1120
NO,1962,44,3004,1783,,,,14674,4713,656
NO,1962,43,4214,3404,,,,15521,2714,429
NO,1962,42,5507,3143,,,,15886,1691,591
NO,1962,41,1817,2101,,,,14633,711,-790
NO,1962,40,4125,3001,,,,15503,101,118
NO,1962,39,420,1669,,,,14239,211,-610
NO,1962,38,2449,2410,,,,15314,1496,2208
NO,1962,37,2732,2656,,,,15437,1369,2588
NO,1962,36,3582,3248,,,,15787,1016,2701
NO,1962,35,3099,3301,,,,15353,1090,2334
NO,1962,34,2520,3049,,,,15456,1151,2381
NO,1962,33,3204,3461,,,,15461,1520,2530
NO,1962,32,3861,3211,,,,15461,1733,2302
NO,1962,31,1083,2606,,,,14331,2140,976
NO,1962,30,1610,3417,,,,14757,3109,1477
NO,1962,29,1090,4043,,,,15494,4163,2009
NO,1962,28,-171,5724,,,,16304,6331,3149
NO,1962,27,812,5721,,,,17697,10958,6630
NO,1962,26,1219,6302,,,,17913,15885,8693
NO,1962,25,2876,9032,,,,19513,19654,10368
NO,1962,24,709,6719,,,,19240,26531,12524
NO,1962,23,271,6149,,,,19652,32477,13901
NO,1962,22,1069,4881,,,,17576,40731,14917
NO,1962,21,2908,6461,,,,18633,43787,13883
NO,1962,20,1295,3993,,,,17146,49172,12957
NO,1962,19,869,2732,,,,15922,53347,11822
NO,1962,18,267,1339,,,,13872,57387,10607
NO,1962,17,1678,2417,,,,14485,57912,9444
NO,1962,16,556,665,,,,12628,60647,8930
NO,1962,15,2310,240,,,,11993,61408,8536
NO,1962,14,2465,207,,,,11942,59396,6573
NO,1962,13,2038,112,,,,11948,57118,5044
NO,1962,12,1109,89,,,,11974,55171,4365
NO,1962,11,711,96,,,,12020,54101,4888
NO,1962,10,1720,144,,,,12080,53412,5979
NO,1962,9,1107,164,,,,12154,51750,6510
NO,1962,8,1891,331,,,,12273,50680,7709
NO,1962,7,7331,608,,,,12351,49019,8325
NO,1962,6,4952,509,,,,12523,42093,3957
NO,1962,5,4197,488,,,,12507,37671,2045
NO,1962,4,3567,443,,,,12541,33936,919
NO,1962,3,4254,595,,,,12723,30610,538
NO,1962,2,4332,857,,,,12893,26758,-534
NO,1962,1,3157,534,,,,13020,23170,-1697
NO,1961,52,3736,414,,,,12992,20593,269
NO,1961,51,1516,673,,,,13289,16985,-996
NO,1961,50,756,409,,,,13327,16145,397
NO,1961,49,4495,698,,,,13644,15478,2314
NO,1961,48,2395,959,,,,14147,11167,574
NO,1961,47,4130,1852,,,,14947,8946,1013
NO,1961,46,2992,2075,,,,15197,6513,371
NO,1961,45,4362,2596,,,,16506,4381,890
NO,1961,44,3954,3396,,,,16453,2775,498
NO,1961,43,6691,4674,,,,17955,858,1006
NO,1961,42,3057,2977,,,,16543,386,-57
NO,1961,41,7159,4278,,,,16594,312,772
NO,1961,40,380,2258,,,,14026,43,-1417
NO,1961,39,4699,2857,,,,15641,85,666
NO,1961,38,2102,2936,,,,13726,135,-740
NO,1961,37,3395,2110,,,,14213,201,196
NO,1961,36,2032,1993,,,,12794,200,-1107
NO,1961,35,1044,2158,,,,12565,190,-1354
NO,1961,34,1019,1741,,,,13200,276,-750
NO,1961,33,1043,2459,,,,13643,318,-490
NO,1961,32,2518,2808,,,,14648,423,179
NO,1961,31,2634,2776,,,,14521,614,-360
NO,1961,30,2873,2951,,,,14255,750,-1384
NO,1961,29,740,3222,,,,13867,1031,-2750
NO,1961,28,3009,4196,,,,15050,1976,-2461
NO,1961,27,2023,3155,,,,14822,3263,-3940
NO,1961,26,1538,4004,,,,14938,4270,-5898
NO,1961,25,4603,5413,,,,16269,5481,-7049
NO,1961,24,656,5300,,,,16272,6483,-10491
NO,1961,23,1027,9492,,,,17900,9654,-10673
NO,1961,22,1693,6570,,,,19124,17274,-6992
NO,1961,21,1431,4297,,,,16948,24572,-7017
NO,1961,20,39,4434,,,,17407,27252,-8702
NO,1961,19,797,4346,,,,16767,32527,-8154
NO,1961,18,1482,4304,,,,17052,36024,-7577
NO,1961,17,301,3657,,,,15763,40366,-6824
NO,1961,16,533,1142,,,,13071,46612,-4661
NO,1961,15,1851,667,,,,12803,47547,-4514
NO,1961,14,1419,427,,,,12311,46873,-5580
NO,1961,13,4586,1065,,,,12638,45555,-5829
NO,1961,12,5878,1333,,,,13246,41439,-8095
NO,1961,11,5555,1997,,,,13718,36484,-11032
NO,1961,10,4218,2570,,,,14074,32672,-12766
NO,1961,9,3565,941,,,,11874,33371,-12149
NO,1961,8,2050,1075,,,,11615,31055,-12574
NO,1961,7,3192,767,,,,11466,30292,-11287
NO,1961,6,4796,346,,,,10934,28458,-11268
NO,1961,5,2140,248,,,,10916,24025,-13193
NO,1961,4,1355,145,,,,10971,22068,-12519
NO,1961,3,753,380,,,,11045,20789,-10960
NO,1961,2,2481,229,,,,11127,20339,-8718
NO,1961,1,1374,232,,,,11122,18105,-8661
